Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.863,11.433,11.245,10.733,10.127,9.889,9.712,10.581,11.242,11.779,10.982,11.076,10.146,10.291,11.646,14.479,14.894,13.516,13.008,13.563,12.314,11.561,11.233,10.195,10.309,9.89,13.593,11.791,10.768,10.995
"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.788,12.402,11.598,12.546,14.976,14.405,13.446,13.802,13.254,14.286,13.857,13.635,12.562,12.769,12.812,18.972,14.178,12.841,12.584
"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",SL.UEM.NEET.MA.ME.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.123,10.194,10.332,11.679,14.494,14.903,13.531,13.031,13.583,12.34,11.584,11.253,10.215,10.325,9.904,13.602,11.803,10.781,10.999
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.79,..,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.679,20.168,19.76,18.548,18.446,18.035,21.956,21.746,20.075,18.345,17.263,15.908,14.618,14.023,15.173,16.901,17.384,17.266,16.696,16.048,16.249,15.889,15.294,14.231,13.9,13.335,13.223,13.188,13.086,12.78,12.207,11.942,12.42,13.928,13.697,13.192,13.252,12.914,13.55,13.272,12.889,12.072,12.211,12.043,17.865,12.815,11.599,11.735
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.289,15.035,14.37,13.383,12.66,12.47,12.391,12.937,13.434,13.611,13.139,13.147,12.456,12.291,13.031,15.035,15.231,14.415,13.909,14.382,13.388,12.442,12.017,10.972,10.922,10.409,13.892,12.205,11.244,11.191
"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.78,12.207,11.942,12.42,13.928,13.697,13.192,13.252,12.914,13.55,13.272,12.889,12.072,12.211,12.043,17.865,12.815,11.599,11.735
"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.147,12.456,12.291,13.031,15.035,15.231,14.415,13.909,14.382,13.388,12.442,12.017,10.972,10.922,10.409,13.892,12.205,11.244,11.191
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7208400885517,11.8307691099435,13.6262031841613,14.2914162464212,14.9477503410846,13.7145389447325,12.5140437300147,12.090975437589,11.0395343703893,10.2073862548482,9.29155083817707,9.22504400301735,9.35213379410209,8.88018006354012,8.18864595503207,8.05384285294848,7.29293511701656,7.10593895263791,7.1127415178275,7.52935249954706,7.7165114457307,7.52331066368746,7.86552024724622,8.43629498561148,8.2651174113193,8.15696940397397,8.15830223816963,6.62746868805262,6.58900240883794,6.82141819025277,6.58413105346097,6.13836575473404,6.43618327358444,..
Social contributions (% of revenue),GC.REV.SOCL.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1733568592854,1.15388469742738,1.19038171573685,1.2992678836794,1.20037050017524,1.14148849164622,1.06782508211981,1.01288493109796,0.930605479131195,0.862853455550224,0.820314336305373,0.778177674638356,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Social contributions (current LCU),GC.REV.SOCL.CN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Social contributions (current LCU),GC.REV.SOCL.CN,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13027000000,15064000000,17922000000,18619000000,19940000000,19497000000,18824000000,20212000000,19005000000,18659000000,18751000000,18344000000,18213000000,17833000000,17172000000,17830000000,16949000000,17488000000,17140000000,17039000000,17731000000,18485000000,19851000000,22075000000,22748000000,23453000000,23919000000,20695000000,22211000000,23233000000,22395000000,23761000000,26212000000,..
Social contributions (current LCU),GC.REV.SOCL.CN,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7980000000,8060000000,9000000000,9530000000,9590000000,9770000000,9980000000,10180000000,10330000000,10430000000,10470000000,11200000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.27,..,35.29,43.87,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.56,..,..,..,54.71,..,..,..,..,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6,6,6,6,6,..,..,..,..
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,..,..,..,..
"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6,6,6,6,6,..,..,..,..
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,..,..,..,..
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6,6,6,6,6,..,..,..,..
Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.2795833333333,86.44875,86.5708333333333,87.4658333333333,87.4366666666667,93.4208333333333,92.9225,..
Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.6366666666667,87.1091666666667,88.91625,88.92375,89.565,92.75,92.79,..
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,20,20,20,20,20,20,20,20,20,20,40,60,60,60,60,60,60,60,..
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,40,40,40,40,40,60,60,60,60,60,80,100,100,100,100,100,100,100,..
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,40,40,40,40,40,60,60,60,60,60,80,100,100,100,100,100,100,100,..
Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.1,95.2333333333333,93.2,93.2,93.0666666666666,93.0666666666666,92.6,..
Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.5333333333333,90.5666666666667,94,94,92.7,92.7,93.6,..
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.19375,15.3875,16.16875,16.68125,16.81875,16.11875,16.49375,17.6125,17.6125,17.44375,17.70625,18.90625,18.2125,16.2125,16.73125,24.9875,27.13125,27.13125,..
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.85625,49.00625,49.70625,49.9375,49.9375,49.7,50.09375,51.34375,51.29375,50.56875,57.16875,59.20625,64.14375,60.5375,60.0125,67.1,83.6875,83.6875,..
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.41875,45.56875,46.26875,48.18125,48.80625,49.66875,48.8,49.425,47.525,47.36875,63.13125,64.05,64.8375,63.08125,63.11875,70.025,85.95,85.95,..
Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.0916666666667,77.8666666666667,84.1166666666667,84.1166666666667,82.0166666666667,90.35,88.325,..
Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.6,80.1416666666667,87.5,87.5,85.1,85.1,84.4,..
Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,95,95,100,95,100,100,..
Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,..
"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.58069678690139,1.32448365542649,3.28693100547697,3.11746585799943,6.79815174497426,3.90780005511147,5.78728389724936,2.33666935214318,1.21150596258233,1.42640437950964,1.40402815369168,2.55533854166667,2.3927885325846,1.46131805157593,0.465594951923077,1.57524441082905,0.296703893791095,0.458750980686051,0.682054813079863,0.369037173128481,0.230068460018505,3.14453331354564,0.548001516594897,0.680184838673026,0.589751551330814,0.352685952543194,0.310707027289931,0.161727546570124,..
"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.98638759984463,3.07271213884282,3.13999503781589,4.6309984009141,7.41207374897392,9.88304803155138,7.70935356283833,5.23385182170173,8.23988848275404,7.09473915313451,10.6479408481942,15.0880286102197,21.5301612644863,13.5021273449738,15.7578279487596,11.4289430715412,11.9725668774661,12.7366975324176,23.0304532795564,26.9236282515038,30.2668938663165,42.0200350242023,51.5976561480657,56.2620047318612,57.8811498611493,84.3863833692113,60.3466343302739,58.9577456912909,56.5634057933025,68.8127863360994,79.4563897128041,93.7751701558359,118.802581360749,96.7701047198619,96.9607894635386,86.8612403674964,82.1866694667089,73.7255136551287,71.6767723353985,74.4172189096838,70.4187935577419,75.482371926819,77.6193571040358,79.6169731403107,82.1554373025011,118.021314359756,109.089676072261,104.060418036039,..
"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.14770455764839,9.25162217387313,7.96771680246092,9.60384827515235,10.3470287169537,14.3427360098162,12.9639783214496,15.196646678364,21.9349082205525,27.4523808993086,33.8508898061042,47.6396351583785,59.2551370021719,37.5274470928521,41.5055888598584,34.0776006750801,34.7482522694799,38.8086241686958,50.0748378777525,50.0703434059224,67.7853526339674,86.2800785123772,108.02086772543,135.777173918441,195.362773087221,290.529559596026,197.351348700223,156.031592880224,140.052838357432,156.362587618305,197.805061922141,221.357122605684,296.061215147364,319.877706372612,236.954150954371,239.387650809705,263.117002330553,199.025008228759,196.954432827155,221.355867270009,226.282913234471,223.725204152766,202.863932586114,237.519509195065,168.86597769336,192.686572120649,194.431148835907,172.139936563349,..
"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32100000,35700000,96400000,97600000,226000000,136000000,213000000,92000000,50720000,63970000,68350000,157000000,161920000,102000000,30990000,104510000,18730000,29260000,44100000,23670000,15310000,216970000,39140000,49150000,43780000,24290000,22640000,12660000,..
